owner,season,owner_season_races,owner_season_wins,owner_season_top_5,owner_season_top_10,owner_season_top_20,owner_season_win_pct,owner_season_trucks_raced,owner_season_truck_win_pct,owner_season_avg_start,owner_season_avg_finish,owner_season_avg_laps_led,owner_season_laps_led
Mike Harmon,2011,6,0,0,0,0,0.0,6,0.0,30.83,33.17,0.0,0
Mike Mittler,2011,9,0,0,0,2,0.0,9,0.0,29.67,24.89,0.0,0
Norm Benning,2011,19,0,0,0,2,0.0,25,0.0,32.68,28.28,0.0,0
Randy Moss,2011,10,0,0,2,7,0.0,11,0.0,21.36,19.73,0.0,0
Ray Hackett,2011,1,0,0,0,0,0.0,1,0.0,30.0,22.0,0.0,0
Richard Childress,2011,25,2,15,29,43,0.08,50,0.04,8.1,10.86,9.54,477
Rick Jones,2011,8,0,0,0,0,0.0,8,0.0,29.5,33.25,0.0,0
Rick Ware,2011,7,0,0,1,3,0.0,9,0.0,29.44,26.0,0.0,0
Ricky Benton,2011,15,0,1,1,11,0.0,15,0.0,22.33,18.0,0.13,2
Rod Sieg,2011,25,0,0,1,13,0.0,69,0.0,27.17,26.65,0.13,9
Ron Crosby,2011,7,0,0,0,0,0.0,7,0.0,28.0,26.57,0.0,0
Samuel Pearce,2011,1,0,0,0,0,0.0,1,0.0,26.0,23.0,0.0,0
Stacy Compton,2011,25,0,2,14,27,0.0,49,0.0,18.55,18.35,1.39,68
Steve McGowan,2011,3,0,0,1,2,0.0,3,0.0,17.33,16.33,0.0,0
Steve Turner,2011,25,0,13,31,56,0.0,75,0.0,13.09,14.53,4.85,364
Tom DeLoach,2011,25,1,10,19,37,0.04,50,0.02,14.92,14.66,3.06,153
Bill Alger,2012,8,0,0,1,3,0.0,10,0.0,26.3,26.6,0.0,0
Billy Ballew,2012,2,0,0,1,1,0.0,2,0.0,25.0,21.0,0.0,0
Bob Newberry,2012,11,0,0,0,2,0.0,11,0.0,24.91,25.27,0.0,0
Bobby Dotter,2012,22,0,1,4,12,0.0,22,0.0,21.59,20.59,0.09,2
Brad Keselowski,2012,22,1,7,16,25,0.04545,31,0.03226,11.48,11.81,4.13,128
Charlie Henderson,2012,8,0,0,0,3,0.0,8,0.0,28.13,21.13,0.0,0
Chris Baluch,2012,22,0,0,0,7,0.0,22,0.0,26.59,22.73,0.23,5
Chris Fontaine,2012,20,0,0,1,4,0.0,20,0.0,29.85,25.6,0.0,0
Donald Reynolds,2012,1,0,0,0,0,0.0,1,0.0,35.0,26.0,0.0,0
Duke Thorson,2012,22,0,9,15,30,0.0,37,0.0,14.68,13.27,3.41,126
Eddie Sharp,2012,22,2,7,21,37,0.09091,50,0.04,12.3,14.7,3.76,188
Edward Asbury,2012,3,0,0,0,0,0.0,3,0.0,24.33,27.67,0.0,0
Gary Adrian,2012,3,0,0,1,2,0.0,3,0.0,18.33,16.33,0.0,0
George Bragg,2012,3,0,0,0,1,0.0,3,0.0,21.33,23.0,0.0,0
Jake Crum,2012,5,0,0,0,1,0.0,5,0.0,21.8,23.6,0.0,0
Jason White,2012,22,0,2,5,18,0.0,22,0.0,16.55,15.41,3.0,66
Jennifer Jo Cobb,2012,17,0,0,0,1,0.0,25,0.0,32.16,30.48,0.0,0
Jim Rosenblum,2012,1,0,0,0,0,0.0,1,0.0,27.0,23.0,0.0,0
Joe Dennette,2012,22,0,2,6,17,0.0,30,0.0,15.6,19.03,0.93,28
Joey Arrington,2012,16,0,0,1,12,0.0,18,0.0,22.28,18.22,0.17,3
John Corr,2012,1,0,0,0,0,0.0,1,0.0,30.0,25.0,0.0,0
Ken Smith,2012,21,0,0,0,2,0.0,21,0.0,27.24,28.57,0.14,3
Kevin Cywinski,2012,2,0,0,0,1,0.0,2,0.0,20.5,22.5,0.0,0
Kyle Busch,2012,22,2,8,19,23,0.09091,27,0.07407,10.78,10.93,10.07,272
Mario Gosselin,2012,1,0,0,0,0,0.0,1,0.0,21.0,33.0,0.0,0
Michael Peck,2012,1,0,0,0,0,0.0,1,0.0,33.0,28.0,0.0,0
Mike Curb,2012,22,2,6,9,13,0.09091,22,0.09091,11.05,13.77,4.23,93
Mike Harmon,2012,9,0,0,0,0,0.0,9,0.0,29.22,32.33,0.0,0
Mike Hillman,2012,22,0,0,3,10,0.0,29,0.0,25.34,24.76,0.76,22
Mike Mittler,2012,5,0,0,0,1,0.0,5,0.0,30.4,22.8,0.0,0
Norm Benning,2012,17,0,0,0,5,0.0,19,0.0,34.16,24.68,0.0,0
Randy Young,2012,4,0,0,0,1,0.0,4,0.0,24.5,25.25,0.0,0
Ray Hackett,2012,1,0,0,0,1,0.0,1,0.0,30.0,17.0,0.0,0
Richard Childress,2012,22,3,21,39,57,0.13636,66,0.04545,8.92,10.5,11.85,782
Richie Wauters,2012,18,0,1,2,8,0.0,18,0.0,17.5,21.67,0.61,11
Rick Lind,2012,1,0,0,0,0,0.0,1,0.0,31.0,34.0,0.0,0
Rick Ware,2012,1,0,0,0,0,0.0,1,0.0,24.0,30.0,2.0,2
Ricky Benton,2012,7,0,1,1,5,0.0,7,0.0,25.0,18.57,0.0,0
Robby Benton,2012,22,0,1,3,15,0.0,22,0.0,19.77,18.5,0.0,0
Rod Sieg,2012,22,0,0,1,14,0.0,61,0.0,28.28,27.3,0.08,5
Ron Crosby,2012,3,0,0,0,1,0.0,3,0.0,30.0,21.67,0.0,0
Samuel Pearce,2012,1,0,0,0,0,0.0,1,0.0,31.0,28.0,0.0,0
Stacy Compton,2012,6,0,0,0,2,0.0,6,0.0,25.67,27.17,0.17,1
Steve Turner,2012,22,7,22,38,63,0.31818,74,0.09459,9.45,11.55,13.86,1026
Tom DeLoach,2012,22,5,22,33,42,0.22727,60,0.08333,10.53,12.88,10.15,609
William Martel,2012,1,0,0,0,0,0.0,1,0.0,32.0,21.0,0.0,0
Bill Alger,2013,5,0,0,0,2,0.0,5,0.0,26.4,23.2,0.0,0
Bob Newberry,2013,22,0,4,12,27,0.0,47,0.0,15.72,18.3,1.17,55
Bobby Dotter,2013,22,0,1,1,10,0.0,22,0.0,26.14,21.41,0.41,9
Brad Keselowski,2013,22,1,16,26,39,0.04545,45,0.02222,10.76,10.64,9.62,433
Charlie Henderson,2013,7,0,0,0,2,0.0,7,0.0,23.0,24.71,0.0,0
Chris Baluch,2013,20,0,0,0,4,0.0,20,0.0,26.6,25.8,0.05,1
Chris Fontaine,2013,2,0,0,0,1,0.0,2,0.0,19.5,24.5,1.5,3
Christopher Long,2013,1,0,0,0,1,0.0,1,0.0,32.0,19.0,0.0,0
Devin Jones,2013,1,0,0,0,0,0.0,1,0.0,26.0,24.0,0.0,0
Duke Thorson,2013,22,1,7,19,28,0.04545,33,0.0303,14.58,11.33,2.91,96
Eddie Sharp,2013,22,0,3,7,27,0.0,36,0.0,11.75,16.75,0.67,24
Gary Adrian,2013,3,0,0,0,3,0.0,3,0.0,24.0,16.33,0.0,0
George Bragg,2013,1,0,1,1,1,0.0,1,0.0,18.0,4.0,16.0,16
Jake Crum,2013,1,0,0,0,0,0.0,1,0.0,25.0,31.0,0.0,0
Jennifer Jo Cobb,2013,16,0,0,0,1,0.0,28,0.0,32.07,29.93,0.0,0
Jim Rosenblum,2013,2,0,0,0,1,0.0,2,0.0,33.5,24.0,0.0,0
Joe Nemechek,2013,2,0,0,0,1,0.0,2,0.0,24.5,18.5,0.0,0
Joey Cefalia,2013,2,0,0,0,0,0.0,2,0.0,34.0,29.5,0.0,0
John Corr,2013,2,0,0,0,0,0.0,2,0.0,23.5,29.5,0.0,0
K.D. Moore,2013,1,0,0,0,0,0.0,1,0.0,30.0,35.0,0.0,0
Ken Schrader,2013,3,0,0,0,1,0.0,3,0.0,14.33,23.33,5.0,15
Ken Smith,2013,19,0,0,0,2,0.0,19,0.0,29.0,28.26,0.11,2
Kenny Habul,2013,1,0,0,0,0,0.0,1,0.0,32.0,26.0,0.0,0
Kevin Cywinski,2013,3,0,0,0,0,0.0,3,0.0,22.33,27.67,0.0,0
Kyle Busch,2013,22,7,19,33,48,0.31818,66,0.10606,12.11,12.76,13.08,863
Mario Gosselin,2013,1,0,0,0,1,0.0,2,0.0,17.5,19.5,0.0,0
Mark Beaver,2013,9,0,0,0,1,0.0,9,0.0,29.33,30.56,0.0,0
Maury Gallagher,2013,3,0,0,0,1,0.0,3,0.0,31.0,24.67,0.0,0
Michael Peck,2013,2,0,0,0,0,0.0,2,0.0,29.5,28.0,0.0,0
Mike Curb,2013,22,3,9,14,19,0.13636,22,0.13636,12.5,10.32,2.82,62
Mike Harmon,2013,14,0,0,0,0,0.0,14,0.0,31.43,29.14,0.0,0
Mike Hillman,2013,15,0,0,0,5,0.0,15,0.0,23.87,23.07,0.0,0
Mike Mittler,2013,9,0,0,0,2,0.0,9,0.0,29.11,24.44,0.0,0
Norm Benning,2013,21,0,0,0,3,0.0,24,0.0,32.83,27.25,0.0,0
Randy Young,2013,7,0,0,0,1,0.0,7,0.0,21.57,24.14,0.0,0
Richard Childress,2013,22,3,20,26,38,0.13636,45,0.06667,8.02,10.76,14.27,642
Richie Wauters,2013,11,0,0,0,6,0.0,11,0.0,22.0,19.36,0.36,4
Rick Hendrick,2013,9,1,5,7,8,0.11111,9,0.11111,7.22,9.67,11.11,100
Rick Ware,2013,5,0,0,1,2,0.0,5,0.0,28.8,23.8,0.0,0
Ricky Benton,2013,9,0,0,1,2,0.0,9,0.0,26.0,23.56,0.0,0
Robert Johnson,2013,2,0,0,0,2,0.0,2,0.0,20.5,17.5,0.0,0
Rod Sieg,2013,20,0,0,2,12,0.0,49,0.0,25.94,26.9,0.04,2
Shigeaki Hattori,2013,1,0,0,0,1,0.0,1,0.0,14.0,17.0,0.0,0
Stacy Compton,2013,22,0,1,3,19,0.0,22,0.0,18.82,15.45,0.0,0
Steve Turner,2013,22,4,18,43,70,0.18182,82,0.04878,8.95,11.73,9.44,774
Tom DeLoach,2013,22,2,6,24,48,0.09091,66,0.0303,14.76,14.64,4.39,290
William Martel,2013,2,0,0,0,0,0.0,2,0.0,31.0,24.0,0.0,0
Bill Alger,2014,2,0,0,0,0,0.0,2,0.0,24.0,25.5,0.0,0
Billy Boat,2014,6,0,0,0,4,0.0,6,0.0,19.33,20.0,0.0,0
Bob Newberry,2014,22,0,4,12,36,0.0,46,0.0,12.96,15.17,1.11,51
Bobby Dotter,2014,22,0,0,1,10,0.0,41,0.0,24.54,24.1,0.1,4
Brad Keselowski,2014,22,2,19,30,39,0.09091,44,0.04545,7.14,8.82,8.61,379
Carl Long,2014,2,0,0,0,0,0.0,2,0.0,32.5,26.5,0.0,0
Cathy Venturini,2014,1,0,0,0,0,0.0,1,0.0,27.0,30.0,0.0,0
Charlie Henderson,2014,5,0,0,0,2,0.0,5,0.0,22.8,19.6,0.0,0
Chris Baluch,2014,22,0,0,2,15,0.0,22,0.0,19.18,19.18,0.14,3
Chris Fontaine,2014,2,0,0,1,2,0.0,2,0.0,19.0,13.0,0.0,0
Christopher Long,2014,4,0,0,1,2,0.0,4,0.0,23.25,21.25,0.0,0
Duke Thorson,2014,22,2,15,24,39,0.09091,44,0.04545,8.84,10.07,6.93,305
Dustin Hapka,2014,1,0,0,0,0,0.0,1,0.0,33.0,27.0,0.0,0
Gary Adrian,2014,1,0,0,1,1,0.0,1,0.0,12.0,7.0,0.0,0
Gene Haas,2014,9,1,2,6,8,0.11111,9,0.11111,8.22,10.0,16.67,150
George Bragg,2014,1,0,0,0,0,0.0,1,0.0,15.0,29.0,0.0,0
Jake Crum,2014,1,0,0,0,0,0.0,1,0.0,28.0,33.0,0.0,0
Jennifer Jo Cobb,2014,21,0,0,0,6,0.0,36,0.0,28.67,26.11,0.06,2
Jerry Brown,2014,3,0,0,0,1,0.0,3,0.0,25.0,22.67,0.0,0
Jim Rosenblum,2014,5,0,0,0,2,0.0,5,0.0,30.4,24.6,0.0,0
Joe Nemechek,2014,22,0,2,15,21,0.0,22,0.0,14.05,10.05,2.82,62
Joey Cefalia,2014,3,0,0,0,0,0.0,3,0.0,28.67,28.0,0.0,0
John Corr,2014,3,0,0,0,0,0.0,3,0.0,24.67,25.0,0.0,0
Ken Schrader,2014,1,0,1,1,1,0.0,1,0.0,10.0,4.0,0.0,0
Kevin Cywinski,2014,22,0,0,1,14,0.0,22,0.0,19.64,19.82,0.0,0
Kyle Busch,2014,22,14,23,31,38,0.63636,44,0.31818,6.59,7.91,37.95,1670
Mario Gosselin,2014,1,0,0,0,0,0.0,1,0.0,24.0,36.0,0.0,0
Mark Beaver,2014,22,0,0,0,5,0.0,22,0.0,24.91,23.73,0.27,6
Mason Mitchell,2014,1,0,0,0,1,0.0,1,0.0,18.0,16.0,0.0,0
Maury Gallagher,2014,22,0,4,12,28,0.0,38,0.0,13.47,15.21,0.03,1
Michael Peck,2014,4,0,0,0,1,0.0,4,0.0,29.75,26.0,0.0,0
Mike Affarano,2014,3,0,0,0,0,0.0,3,0.0,27.67,26.0,0.33,1
Mike Curb,2014,22,1,8,16,20,0.04545,22,0.04545,9.18,9.27,7.0,154
Mike Harmon,2014,6,0,0,0,0,0.0,6,0.0,32.5,29.83,0.0,0
Mike Mittler,2014,20,0,0,0,7,0.0,32,0.0,27.38,25.47,0.0,0
Norm Benning,2014,22,0,0,0,5,0.0,28,0.0,29.93,25.43,0.0,0
Randy Young,2014,22,0,0,0,15,0.0,30,0.0,23.13,22.87,0.0,0
"Raymond Terczak, Jr.",2014,3,0,0,0,0,0.0,3,0.0,32.33,32.67,0.0,0
Richard Childress,2014,2,1,2,3,3,0.5,3,0.33333,11.33,5.33,7.67,23
Richie Wauters,2014,8,0,2,3,7,0.0,8,0.0,12.5,11.88,0.0,0
Rick Ware,2014,3,0,0,0,1,0.0,3,0.0,29.0,27.33,0.0,0
Ricky Benton,2014,8,0,0,1,5,0.0,8,0.0,18.25,19.25,2.63,21
Robert Torriere,2014,1,0,1,1,1,0.0,1,0.0,6.0,5.0,4.0,4
Rod Sieg,2014,3,0,0,0,1,0.0,4,0.0,25.0,26.0,0.0,0
Steve Turner,2014,22,0,13,31,53,0.0,62,0.0,11.11,11.85,4.61,286
Theresa Williams,2014,1,0,0,0,0,0.0,1,0.0,32.0,34.0,0.0,0
Tom DeLoach,2014,22,1,13,25,39,0.04545,49,0.02041,11.29,12.61,3.12,153
Tony Townley,2014,13,0,1,2,7,0.0,13,0.0,16.54,21.0,1.15,15
Tracy Wallace,2014,4,0,0,0,0,0.0,4,0.0,30.75,28.75,0.0,0
William Martel,2014,2,0,0,0,0,0.0,2,0.0,28.5,26.0,0.0,0
Bill Alger,2015,2,0,0,0,1,0.0,2,0.0,23.5,24.5,0.0,0
Bill Venturini,2015,5,0,0,1,4,0.0,5,0.0,20.4,17.8,0.0,0
Billy Boat,2015,22,0,1,4,15,0.0,25,0.0,17.72,19.0,0.16,4
Bob Newberry,2015,23,0,5,18,29,0.0,35,0.0,11.34,12.49,0.74,26
Bobby Dotter,2015,23,0,1,1,17,0.0,23,0.0,20.65,16.65,0.3,7
Brad Keselowski,2015,23,4,23,31,42,0.17391,46,0.08696,9.07,8.93,8.87,408
Carlos Lira,2015,1,0,0,0,1,0.0,2,0.0,21.5,20.0,0.0,0
Charlie Henderson,2015,7,0,0,1,3,0.0,7,0.0,18.43,20.29,0.0,0
Chris Baluch,2015,3,0,0,1,1,0.0,3,0.0,24.0,19.67,0.0,0
Chris Fontaine,2015,2,0,0,1,1,0.0,2,0.0,10.0,16.5,0.0,0
Christopher Long,2015,22,0,0,0,7,0.0,36,0.0,24.86,24.53,0.0,0
Duke Thorson,2015,23,6,17,31,40,0.26087,46,0.13043,7.52,9.3,18.46,849
JR Motorsports,2015,15,2,4,7,12,0.13333,15,0.13333,7.4,12.33,25.8,387
Jason Little,2015,4,0,0,0,2,0.0,4,0.0,14.75,22.25,0.0,0
Jay Robinson,2015,22,0,0,0,12,0.0,22,0.0,24.5,20.41,0.09,2
Jennifer Jo Cobb,2015,23,0,0,0,7,0.0,33,0.0,26.94,25.7,0.0,0
Jerry Brown,2015,5,0,0,0,1,0.0,5,0.0,23.0,25.4,0.0,0
Jim Rosenblum,2015,2,0,0,0,2,0.0,2,0.0,23.0,18.0,0.0,0
Joe Nemechek,2015,23,1,9,13,20,0.04348,23,0.04348,10.09,9.57,2.74,63
John Corr,2015,5,0,0,0,3,0.0,6,0.0,23.0,22.0,0.0,0
Ken Schrader,2015,1,0,0,0,1,0.0,1,0.0,3.0,11.0,0.0,0
Kevin Cywinski,2015,1,0,0,0,0,0.0,1,0.0,27.0,32.0,0.0,0
Kyle Busch,2015,23,6,23,45,57,0.26087,70,0.08571,8.59,10.59,17.97,1258
Margaret Lind,2015,1,0,0,0,0,0.0,1,0.0,31.0,30.0,0.0,0
Mark Beaver,2015,23,0,0,0,13,0.0,40,0.0,25.8,24.23,0.05,2
Mark Rette,2015,3,0,0,0,0,0.0,3,0.0,18.0,24.33,0.0,0
Maury Gallagher,2015,23,1,9,19,37,0.04348,47,0.02128,10.6,13.3,2.89,136
Michael Peck,2015,4,0,0,0,0,0.0,4,0.0,25.75,26.75,0.0,0
Mike Affarano,2015,4,0,0,0,0,0.0,4,0.0,31.0,30.0,0.0,0
Mike Curb,2015,23,0,7,16,21,0.0,23,0.0,11.87,9.17,5.13,118
Mike Harmon,2015,20,0,0,0,7,0.0,21,0.0,27.24,23.05,0.0,0
Mike Mittler,2015,22,0,1,1,12,0.0,39,0.0,23.97,23.95,1.18,46
Norm Benning,2015,19,0,0,0,2,0.0,20,0.0,28.25,25.15,0.0,0
Randy Young,2015,23,0,0,2,19,0.0,23,0.0,19.26,16.7,0.04,1
Richie Wauters,2015,4,0,0,2,3,0.0,4,0.0,14.5,16.5,0.0,0
Rick Ware,2015,3,0,0,0,1,0.0,3,0.0,26.33,20.67,0.0,0
Ricky Benton,2015,7,0,0,2,4,0.0,7,0.0,14.71,17.43,0.14,1
Robert Torriere,2015,1,0,0,0,0,0.0,1,0.0,32.0,32.0,0.0,0
Rod Sieg,2015,1,0,0,0,1,0.0,1,0.0,18.0,11.0,0.0,0
Shigeaki Hattori,2015,1,0,0,0,1,0.0,1,0.0,25.0,17.0,0.0,0
Stanton Barrett,2015,1,0,0,0,0,0.0,1,0.0,21.0,29.0,0.0,0
Todd Braun,2015,3,0,0,1,2,0.0,3,0.0,15.33,17.67,0.0,0
Tom DeLoach,2015,23,2,12,24,37,0.08696,47,0.04255,10.85,11.94,2.6,122
Tony Townley,2015,23,1,3,9,20,0.04348,23,0.04348,12.48,12.52,1.09,25
Tracy Wallace,2015,1,0,0,0,1,0.0,1,0.0,30.0,18.0,0.0,0
William Martel,2015,1,0,0,0,1,0.0,1,0.0,32.0,19.0,0.0,0
Al Niece,2016,1,0,0,0,0,0.0,1,0.0,24.0,23.0,0.0,0
Bob Newberry,2016,1,0,0,1,1,0.0,1,0.0,26.0,9.0,0.0,0
Bobby Dotter,2016,23,0,0,0,7,0.0,23,0.0,27.09,22.35,0.0,0
Brad Keselowski,2016,23,1,19,29,43,0.04348,51,0.01961,10.16,11.06,8.69,443
Bryan Hill,2016,5,0,0,1,5,0.0,5,0.0,21.8,14.6,0.0,0
Carlos Contreras,2016,16,0,1,1,6,0.0,16,0.0,23.81,23.0,6.81,109
Charlie Henderson,2016,5,0,0,1,3,0.0,5,0.0,16.8,19.2,0.0,0
Chris Fontaine,2016,2,0,0,0,0,0.0,2,0.0,17.5,22.5,0.0,0
Chris Larsen,2016,6,0,0,0,3,0.0,6,0.0,19.67,21.5,0.0,0
Craig Martins,2016,22,0,0,0,7,0.0,22,0.0,24.45,23.55,0.32,7
Duke Thorson,2016,23,2,16,32,55,0.08696,69,0.02899,10.28,13.09,7.57,522
JR Motorsports,2016,23,0,5,14,19,0.0,23,0.0,10.13,11.48,3.57,82
Jay Robinson,2016,23,0,0,0,7,0.0,23,0.0,26.09,22.39,0.13,3
Jeff Bolen,2016,18,0,0,0,9,0.0,18,0.0,24.06,20.5,0.06,1
Jennifer Jo Cobb,2016,18,0,0,0,2,0.0,31,0.0,30.1,27.39,0.0,0
Jerry Brown,2016,14,0,1,1,5,0.0,14,0.0,23.21,21.79,0.0,0
Jesse Little,2016,2,0,0,0,2,0.0,2,0.0,12.5,19.0,0.0,0
Jim Rosenblum,2016,2,0,0,0,1,0.0,2,0.0,30.5,26.0,0.0,0
Joe Nemechek,2016,23,2,5,11,19,0.08696,23,0.08696,13.09,12.13,4.3,99
Kyle Busch,2016,23,11,27,43,62,0.47826,77,0.14286,8.31,11.68,18.06,1391
Mark Beaver,2016,21,0,1,1,8,0.0,23,0.0,28.74,22.13,0.09,2
Matthew Miller,2016,6,0,0,3,6,0.0,6,0.0,13.5,12.0,0.0,0
Maury Gallagher,2016,23,6,23,49,70,0.26087,87,0.06897,10.49,11.72,6.29,547
Mike Curb,2016,23,0,2,5,17,0.0,23,0.0,18.48,15.87,0.04,1
Mike Harmon,2016,6,0,0,0,0,0.0,6,0.0,29.33,27.67,0.0,0
Mike Mittler,2016,21,0,0,0,4,0.0,21,0.0,25.33,25.14,4.86,102
Norm Benning,2016,3,0,0,0,0,0.0,3,0.0,30.33,30.67,0.0,0
Randy Young,2016,23,0,0,2,13,0.0,23,0.0,20.74,19.48,0.0,0
Richie Wauters,2016,1,0,0,0,0,0.0,1,0.0,10.0,27.0,0.0,0
Ricky Benton,2016,12,0,1,3,8,0.0,12,0.0,19.92,17.92,0.0,0
Shigeaki Hattori,2016,17,0,1,4,11,0.0,17,0.0,17.71,16.59,0.82,14
Tim Self,2016,22,0,0,1,10,0.0,23,0.0,24.17,20.7,0.04,1
Todd Braun,2016,4,0,0,0,0,0.0,4,0.0,17.25,24.5,0.0,0
Tom DeLoach,2016,23,1,13,26,43,0.04348,46,0.02174,11.17,10.28,2.37,109
Tony Townley,2016,23,0,0,2,13,0.0,23,0.0,12.22,19.43,0.17,4
Tracy Wallace,2016,1,0,0,0,0,0.0,1,0.0,13.0,31.0,0.0,0
William Martel,2016,1,0,0,0,1,0.0,1,0.0,25.0,19.0,0.0,0
Al Niece,2017,22,0,0,0,14,0.0,24,0.0,20.54,19.21,0.0,0
Bill Alger,2017,4,0,0,1,1,0.0,4,0.0,17.5,21.75,0.25,1
Boyd Long,2017,2,0,0,0,0,0.0,2,0.0,29.0,26.5,0.0,0
Brad Keselowski,2017,23,2,18,30,40,0.08696,46,0.04348,7.89,9.35,8.57,394
Bryan Hill,2017,3,0,0,0,1,0.0,3,0.0,17.67,23.33,0.0,0
Charlie Henderson,2017,9,1,1,5,5,0.11111,9,0.11111,14.78,15.56,1.22,11
Chris Fontaine,2017,1,0,0,0,0,0.0,1,0.0,17.0,26.0,0.0,0
Chris Larsen,2017,19,0,2,5,11,0.0,19,0.0,16.37,17.16,5.42,103
Craig Martins,2017,5,0,0,0,1,0.0,5,0.0,26.0,25.4,0.0,0
D.J. Copp,2017,23,0,0,1,9,0.0,27,0.0,25.7,23.15,0.04,1
Duke Thorson,2017,23,2,12,31,59,0.08696,70,0.02857,10.1,12.46,7.61,533
Faith Motorsports,2017,4,0,0,0,2,0.0,4,0.0,25.25,20.75,0.0,0
Gaunt Brothers,2017,1,0,0,0,1,0.0,1,0.0,17.0,14.0,0.0,0
Jason Little,2017,4,0,0,1,4,0.0,4,0.0,12.0,13.5,0.0,0
Jay Robinson,2017,23,0,0,0,16,0.0,30,0.0,23.27,20.77,0.1,3
