Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Status,Led,Pts,PPts
2021,1,Daytona,1.0,23.0,99.0,Ben Rhodes,Bombardier LearJet 75 (Duke Thorson),Toyota,101.0,running,7.0,51.0,5.0
2021,1,Daytona,2.0,20.0,3.0,Jordan Anderson,Swann Security (Jordan Anderson),Chevrolet,101.0,running,0.0,0.0,0.0
2021,1,Daytona,3.0,31.0,4.0,Cory Roper,Alliance Aviation (Roper Racing),Ford,101.0,running,0.0,34.0,0.0
2021,1,Daytona,4.0,25.0,40.0,Ryan Truex,Marquis Spas (Al Niece),Chevrolet,101.0,running,0.0,33.0,0.0
2021,1,Daytona,5.0,12.0,42.0,Carson Hocevar,Scott's / GM Parts Now (Al Niece),Chevrolet,101.0,running,0.0,32.0,0.0
2021,1,Daytona,6.0,2.0,2.0,Sheldon Creed,I.B.E.W. (Maury Gallagher),Chevrolet,101.0,running,1.0,47.0,0.0
2021,1,Daytona,7.0,7.0,4.0,John H. Nemechek,Fire Alarm Services (Kyle Busch),Toyota,101.0,running,14.0,47.0,1.0
2021,1,Daytona,8.0,26.0,9.0,Codie Rohrbaugh,Grant County Mulch (Codie Rohrbaugh),Chevrolet,101.0,running,0.0,29.0,0.0
2021,1,Daytona,9.0,6.0,18.0,Chandler Smith,Safelite Auto Glass (Kyle Busch),Toyota,101.0,running,22.0,37.0,0.0
2021,1,Daytona,10.0,17.0,51.0,Drew Dollar,JBL (Kyle Busch),Toyota,101.0,running,0.0,27.0,0.0
2021,1,Daytona,11.0,3.0,98.0,Grant Enfinger,Champion Power Equipment / Curb Records (Mike Curb),Toyota,101.0,running,13.0,36.0,0.0
2021,1,Daytona,12.0,27.0,2.0,Kris Wright,First National Bank (Randy Young),Chevrolet,101.0,running,0.0,25.0,0.0
2021,1,Daytona,13.0,24.0,20.0,Spencer Boyd,American Pavement / Raised On Blacktop (Randy Young),Chevrolet,101.0,running,0.0,24.0,0.0
2021,1,Daytona,14.0,13.0,17.0,David Gilliland,BTS Tire & Wheel Distributors / Black's Tire (David Gilliland),Ford,101.0,running,8.0,26.0,0.0
2021,1,Daytona,15.0,14.0,88.0,Matt Crafton,Mold-Armor / Menards (Duke Thorson),Toyota,101.0,running,0.0,22.0,0.0
2021,1,Daytona,16.0,8.0,21.0,Zane Smith,MRC Contruction (Maury Gallagher),Chevrolet,101.0,running,0.0,21.0,0.0
2021,1,Daytona,17.0,32.0,30.0,Danny Bohn,North American Motor Car (Steven Lane),Toyota,101.0,running,0.0,20.0,0.0
2021,1,Daytona,18.0,16.0,10.0,Jennifer Jo Cobb,Fastener Supply Co. (Jennifer Jo Cobb),Chevrolet,101.0,running,0.0,19.0,0.0
2021,1,Daytona,19.0,28.0,28.0,Bryan Dauzat,FDNY / OB Builders (Jim Rosenblum),Chevrolet,101.0,running,2.0,18.0,0.0
2021,1,Daytona,20.0,35.0,33.0,Jason White,Powder Ventures Excavations (Josh Reaume),Chevrolet,101.0,running,0.0,17.0,0.0
2021,1,Daytona,21.0,19.0,22.0,Austin Wayne Self,Go Texan / AM Technical Solutions (Tim Self),Chevrolet,100.0,running,0.0,16.0,0.0
2021,1,Daytona,22.0,18.0,16.0,Austin Hill,United Rentals (Shigeaki Hattori),Toyota,99.0,running,0.0,19.0,0.0
2021,1,Daytona,23.0,5.0,24.0,Raphael Lessard,Canac (Maury Gallagher),Chevrolet,99.0,running,12.0,33.0,1.0
2021,1,Daytona,24.0,9.0,1.0,Hailie Deegan,Monster (David Gilliland),Ford,98.0,running,0.0,13.0,0.0
2021,1,Daytona,25.0,15.0,45.0,Brett Moffitt,Circle B Diecast (Al Niece),Chevrolet,96.0,running,1.0,0.0,0.0
2021,1,Daytona,26.0,10.0,25.0,Timothy Peters,Rackley Roofing (Rackley W.A.R.),Chevrolet,95.0,dvp,3.0,15.0,0.0
2021,1,Daytona,27.0,1.0,13.0,Johnny Sauter,Vivitar / RealTree (Duke Thorson),Toyota,94.0,dvp,12.0,24.0,0.0
2021,1,Daytona,28.0,11.0,26.0,Tyler Ankrum,Liuna (Maury Gallagher),Chevrolet,94.0,crash,6.0,10.0,0.0
2021,1,Daytona,29.0,4.0,23.0,Chase Purdy,BamaBuggies.com (Maury Gallagher),Chevrolet,91.0,electrical,0.0,8.0,0.0
2021,1,Daytona,30.0,30.0,12.0,Tate Fogleman,Solid Rock Carriers (Randy Young),Chevrolet,73.0,dvp,0.0,7.0,0.0
2021,1,Daytona,31.0,21.0,38.0,Todd Gilliland,Speedco (Bob Jenkins),Ford,71.0,crash,0.0,6.0,0.0
2021,1,Daytona,32.0,29.0,52.0,Stewart Friesen,Halmar International (Chris Larsen),Toyota,71.0,crash,0.0,7.0,0.0
2021,1,Daytona,33.0,33.0,19.0,Derek Kraus,Shockwave Marine Suspension Seating (Bill McAnally),Toyota,56.0,dvp,0.0,4.0,0.0
2021,1,Daytona,34.0,34.0,56.0,Gus Dean,Dean Custom Air (Timmy Hill),Chevrolet,1.0,crash,0.0,3.0,0.0
2021,1,Daytona,35.0,22.0,15.0,Tanner Gray,Ford Performance (David Gilliland),Ford,0.0,drivetrain,0.0,2.0,0.0
2021,1,Daytona,36.0,36.0,44.0,James Buescher,FHE FracLock (Al Niece),Chevrolet,0.0,crash,0.0,1.0,0.0
2021,2,Daytona (Road),1.0,1.0,99.0,Ben Rhodes,Bombardier LearJet 75 (Duke Thorson),Toyota,51.0,running,13.0,49.0,5.0
2021,2,Daytona (Road),2.0,5.0,2.0,Sheldon Creed,Chevrolet Silverado (Maury Gallagher),Chevrolet,51.0,running,17.0,40.0,0.0
2021,2,Daytona (Road),3.0,4.0,4.0,John H. Nemechek,Mobil 1 (Kyle Busch),Toyota,51.0,running,14.0,44.0,1.0
2021,2,Daytona (Road),4.0,32.0,38.0,Todd Gilliland,Frontline Enterprises (Bob Jenkins),Ford,51.0,running,0.0,39.0,0.0
2021,2,Daytona (Road),5.0,25.0,17.0,Riley Herbst,Factory Canopies / Lincoln Welders (David Gilliland),Ford,51.0,running,1.0,0.0,0.0
2021,2,Daytona (Road),6.0,9.0,88.0,Matt Crafton,Hormel Black Label Bacon / Menards (Duke Thorson),Toyota,51.0,running,0.0,41.0,0.0
2021,2,Daytona (Road),7.0,31.0,19.0,Derek Kraus,NAPA Autocare (Bill McAnally),Toyota,51.0,running,0.0,30.0,0.0
2021,2,Daytona (Road),8.0,24.0,2.0,Kaz Grala,Young's Building Systems / Randco (Randy Young),Chevrolet,51.0,running,0.0,0.0,0.0
2021,2,Daytona (Road),9.0,34.0,56.0,Timmy Hill,Timmy Hill,Chevrolet,51.0,running,0.0,0.0,0.0
2021,2,Daytona (Road),10.0,16.0,98.0,Christian Eckes,ProtectTheHarvest.com / Curb Records (Mike Curb),Toyota,51.0,running,0.0,27.0,0.0
2021,2,Daytona (Road),11.0,30.0,52.0,Stewart Friesen,Halmar International (Chris Larsen),Toyota,51.0,running,1.0,26.0,0.0
2021,2,Daytona (Road),12.0,8.0,18.0,Chandler Smith,JBL (Kyle Busch),Toyota,51.0,running,0.0,33.0,0.0
2021,2,Daytona (Road),13.0,37.0,8.0,Camden Murphy,WreckfestGame.com (Joe Nemechek),Chevrolet,51.0,running,0.0,24.0,0.0
2021,2,Daytona (Road),14.0,3.0,42.0,Carson Hocevar,The Shores Resort & Spa (Al Niece),Chevrolet,51.0,running,0.0,23.0,0.0
2021,2,Daytona (Road),15.0,14.0,22.0,Austin Wayne Self,AM Technical Solutions / Go Texan (Tim Self),Chevrolet,51.0,running,0.0,29.0,0.0
2021,2,Daytona (Road),16.0,7.0,9.0,Codie Rohrbaugh,Grant County Mulch (Codie Rohrbaugh),Chevrolet,51.0,running,0.0,21.0,0.0
2021,2,Daytona (Road),17.0,38.0,41.0,Dawson Cram,Magnum Contracting (Mark Cram),Chevrolet,51.0,running,0.0,20.0,0.0
2021,2,Daytona (Road),18.0,19.0,13.0,Johnny Sauter,Vivitar / RealTree (Duke Thorson),Toyota,51.0,running,0.0,23.0,0.0
2021,2,Daytona (Road),19.0,28.0,12.0,Tate Fogleman,Solid Rock Carriers (Randy Young),Chevrolet,51.0,running,0.0,18.0,0.0
2021,2,Daytona (Road),20.0,33.0,15.0,Tanner Gray,Ford Performance (David Gilliland),Ford,51.0,running,0.0,18.0,0.0
2021,2,Daytona (Road),21.0,26.0,26.0,Tyler Ankrum,Liuna (Maury Gallagher),Chevrolet,51.0,running,0.0,16.0,0.0
2021,2,Daytona (Road),22.0,29.0,23.0,Chase Purdy,BamaBuggies.com (Maury Gallagher),Chevrolet,51.0,running,0.0,17.0,0.0
2021,2,Daytona (Road),23.0,22.0,51.0,Parker Chase,Vertical Bridge (Kyle Busch),Toyota,51.0,running,0.0,14.0,0.0
2021,2,Daytona (Road),24.0,27.0,25.0,Timothy Peters,Rackley Roofing (Rackley W.A.R.),Chevrolet,51.0,running,0.0,13.0,0.0
2021,2,Daytona (Road),25.0,21.0,45.0,Brett Moffitt,Niece Motorsports (Al Niece),Chevrolet,51.0,running,0.0,0.0,0.0
2021,2,Daytona (Road),26.0,12.0,24.0,Raphael Lessard,Canac (Maury Gallagher),Chevrolet,51.0,running,5.0,21.0,1.0
2021,2,Daytona (Road),27.0,13.0,3.0,Bobby Reuse,I Heart Mac & Cheese (Jordan Anderson),Chevrolet,50.0,running,0.0,10.0,0.0
2021,2,Daytona (Road),28.0,23.0,1.0,Hailie Deegan,Monster (David Gilliland),Ford,50.0,running,0.0,13.0,0.0
2021,2,Daytona (Road),29.0,35.0,44.0,Jett Noland,Hype Motorsports / Noland's Roofing (Al Niece),Chevrolet,49.0,crash,0.0,8.0,0.0
2021,2,Daytona (Road),30.0,15.0,30.0,Danny Bohn,North American Motor Car (Steven Lane),Toyota,49.0,running,0.0,7.0,0.0
2021,2,Daytona (Road),31.0,2.0,40.0,Ryan Truex,Jacob Companies (Al Niece),Chevrolet,48.0,running,0.0,12.0,0.0
2021,2,Daytona (Road),32.0,39.0,6.0,Norm Benning,MDF A Sign Company (Norm Benning),Chevrolet,48.0,running,0.0,5.0,0.0
2021,2,Daytona (Road),33.0,20.0,16.0,Austin Hill,SiriusXM (Shigeaki Hattori),Toyota,48.0,running,0.0,7.0,0.0
2021,2,Daytona (Road),34.0,6.0,4.0,Cory Roper,Carquest Auto Parts (Roper Racing),Ford,47.0,fuel pressure,0.0,3.0,0.0
2021,2,Daytona (Road),35.0,17.0,10.0,Jennifer Jo Cobb,Fastener Supply Co. / Driven2Honor.org (Jennifer Jo Cobb),Chevrolet,47.0,running,0.0,2.0,0.0
2021,2,Daytona (Road),36.0,40.0,34.0,Lawless Alan,Autoparkit.com (Josh Reaume),Toyota,45.0,running,0.0,1.0,0.0
2021,2,Daytona (Road),37.0,36.0,75.0,Sam Mayer,Chevrolet Silverado (Charlie Henderson),Chevrolet,41.0,crash,0.0,0.0,0.0
2021,2,Daytona (Road),38.0,18.0,33.0,Jason White,Powder Ventures Excavating (Josh Reaume),Chevrolet,41.0,running,0.0,1.0,0.0
2021,2,Daytona (Road),39.0,10.0,20.0,Spencer Boyd,Credit MRI (Randy Young),Chevrolet,38.0,transmission,0.0,1.0,0.0
2021,2,Daytona (Road),40.0,11.0,21.0,Zane Smith,Chevy.com / Chevy Accessories (Maury Gallagher),Chevrolet,35.0,crash,0.0,9.0,0.0
2021,3,Las Vegas,1.0,3.0,4.0,John H. Nemechek,Mobil 1 (Kyle Busch),Toyota,134.0,running,94.0,59.0,6.0
2021,3,Las Vegas,2.0,29.0,51.0,Kyle Busch,Cessna / Beechcraft (Kyle Busch),Toyota,134.0,running,16.0,0.0,0.0
2021,3,Las Vegas,3.0,31.0,16.0,Austin Hill,Ibaraki Toyopet (Shigeaki Hattori),Toyota,134.0,running,0.0,39.0,0.0
2021,3,Las Vegas,4.0,9.0,52.0,Stewart Friesen,Halmar International (Chris Larsen),Toyota,134.0,running,4.0,47.0,0.0
2021,3,Las Vegas,5.0,4.0,88.0,Matt Crafton,Slim Jim / Menards (Duke Thorson),Toyota,134.0,running,0.0,47.0,0.0
2021,3,Las Vegas,6.0,32.0,21.0,Zane Smith,Michael Roberts Construction (Maury Gallagher),Chevrolet,134.0,running,0.0,31.0,0.0
2021,3,Las Vegas,7.0,18.0,9.0,Grant Enfinger,Camping World (Codie Rohrbaugh),Chevrolet,134.0,running,0.0,35.0,0.0
2021,3,Las Vegas,8.0,40.0,75.0,Parker Kligerman,Food Country USA / Camping World (Charlie Henderson),Chevrolet,134.0,running,0.0,29.0,0.0
2021,3,Las Vegas,9.0,5.0,98.0,Christian Eckes,ProtectTheHarvest.com / Curb Records (Mike Curb),Toyota,134.0,running,0.0,35.0,0.0
2021,3,Las Vegas,10.0,1.0,99.0,Ben Rhodes,Bombardier Lear Jet 75 (Duke Thorson),Toyota,134.0,running,0.0,36.0,0.0
2021,3,Las Vegas,11.0,17.0,45.0,Brett Moffitt,The Strat (Al Niece),Chevrolet,134.0,running,13.0,0.0,0.0
2021,3,Las Vegas,12.0,22.0,15.0,Tanner Gray,Ford Performance (David Gilliland),Ford,134.0,running,0.0,25.0,0.0
2021,3,Las Vegas,13.0,6.0,38.0,Todd Gilliland,Speedco (Bob Jenkins),Ford,134.0,running,0.0,24.0,0.0
2021,3,Las Vegas,14.0,12.0,22.0,Austin Wayne Self,Airbox Air Purifiers (Tim Self),Chevrolet,134.0,running,0.0,23.0,0.0
2021,3,Las Vegas,15.0,11.0,13.0,Johnny Sauter,Vivitar / RealTree (Duke Thorson),Toyota,134.0,running,0.0,22.0,0.0
2021,3,Las Vegas,16.0,19.0,25.0,Timothy Peters,Rackley Roofing (Rackley W.A.R.),Chevrolet,134.0,running,0.0,21.0,0.0
2021,3,Las Vegas,17.0,26.0,30.0,Danny Bohn,North American Motor Car (Steven Lane),Toyota,134.0,running,0.0,20.0,0.0
2021,3,Las Vegas,18.0,2.0,2.0,Sheldon Creed,Camping World (Maury Gallagher),Chevrolet,134.0,running,7.0,28.0,0.0
2021,3,Las Vegas,19.0,7.0,18.0,Chandler Smith,Safelite Auto Glass (Kyle Busch),Toyota,134.0,running,0.0,20.0,0.0
2021,3,Las Vegas,20.0,20.0,12.0,Tate Fogleman,Solid Rock Carriers (Randy Young),Chevrolet,134.0,running,0.0,17.0,0.0
2021,3,Las Vegas,21.0,23.0,41.0,Dawson Cram,Camping World (Mark Cram),Chevrolet,134.0,running,0.0,16.0,0.0
2021,3,Las Vegas,22.0,33.0,20.0,Spencer Boyd,Credit MRI (Randy Young),Chevrolet,134.0,running,0.0,15.0,0.0
2021,3,Las Vegas,23.0,21.0,23.0,Chase Purdy,Bama Buggies (Maury Gallagher),Chevrolet,134.0,running,0.0,14.0,0.0
2021,3,Las Vegas,24.0,10.0,42.0,Carson Hocevar,Circle B Diecast / Vegas Lights (Al Niece),Chevrolet,133.0,running,0.0,13.0,0.0
2021,3,Las Vegas,25.0,15.0,2.0,Kris Wright,First National Bank (Randy Young),Chevrolet,132.0,running,0.0,12.0,0.0
2021,3,Las Vegas,26.0,39.0,34.0,B.J. McLeod,Camping World (Josh Reaume),Toyota,132.0,running,0.0,0.0,0.0
2021,3,Las Vegas,27.0,28.0,3.0,Jordan Anderson,Camping World (Jordan Anderson),Chevrolet,132.0,running,0.0,0.0,0.0
2021,3,Las Vegas,28.0,30.0,1.0,Hailie Deegan,Toter / Engine Ice (David Gilliland),Ford,130.0,running,0.0,9.0,0.0
2021,3,Las Vegas,29.0,34.0,10.0,Jennifer Jo Cobb,Fastener Supply Co. / Driven2Honor.org (Jennifer Jo Cobb),Chevrolet,130.0,running,0.0,8.0,0.0
2021,3,Las Vegas,30.0,13.0,24.0,Raphael Lessard,Camping World (Maury Gallagher),Chevrolet,130.0,running,0.0,7.0,0.0
2021,3,Las Vegas,31.0,37.0,33.0,Jesse Iwuji,Camping World (Josh Reaume),Chevrolet,129.0,running,0.0,6.0,0.0
2021,3,Las Vegas,32.0,8.0,19.0,Derek Kraus,Hunter Nation / South Point Hotel & Casino (Bill McAnally),Toyota,126.0,running,0.0,5.0,0.0
2021,3,Las Vegas,33.0,35.0,6.0,Norm Benning,Camping World (Norm Benning),Chevrolet,123.0,running,0.0,4.0,0.0
2021,3,Las Vegas,34.0,16.0,26.0,Tyler Ankrum,Liuna (Maury Gallagher),Chevrolet,122.0,crash,0.0,4.0,0.0
2021,3,Las Vegas,35.0,25.0,56.0,Tyler Hill,Camping World (Timmy Hill),Chevrolet,112.0,crash,0.0,2.0,0.0
2021,3,Las Vegas,36.0,27.0,4.0,Cory Roper,Children's Miracle Network / Carquest (Roper Racing),Ford,111.0,crash,0.0,1.0,0.0
2021,3,Las Vegas,37.0,38.0,32.0,Bret Holmes,Southern States Bank (Stacy Holmes),Chevrolet,106.0,dvp,0.0,1.0,0.0
2021,3,Las Vegas,38.0,24.0,40.0,Ryan Truex,Jacob Companies (Al Niece),Chevrolet,103.0,dvp,0.0,1.0,0.0
2021,3,Las Vegas,39.0,14.0,17.0,David Gilliland,David Gilliland Racing (David Gilliland),Ford,96.0,crash,0.0,8.0,0.0
2021,3,Las Vegas,40.0,36.0,44.0,Conor Daly,Fatheadz Eyewear / Elliott's Custom Trailers (Al Niece),Chevrolet,68.0,crash,0.0,1.0,0.0
2021,4,Atlanta,1.0,2.0,51.0,Kyle Busch,Cessna / Beechcraft (Kyle Busch),Toyota,130.0,running,102.0,0.0,0.0
2021,4,Atlanta,2.0,6.0,16.0,Austin Hill,United Rentals (Shigeaki Hattori),Toyota,130.0,running,0.0,50.0,0.0
2021,4,Atlanta,3.0,1.0,4.0,John H. Nemechek,Mobil 1 (Kyle Busch),Toyota,130.0,running,21.0,54.0,2.0
2021,4,Atlanta,4.0,13.0,13.0,Johnny Sauter,Vivitar / RealTree (Duke Thorson),Toyota,130.0,running,0.0,34.0,0.0
2021,4,Atlanta,5.0,8.0,2.0,Sheldon Creed,Overton's (Maury Gallagher),Chevrolet,130.0,running,0.0,39.0,0.0
2021,4,Atlanta,6.0,7.0,21.0,Zane Smith,Overton's (Maury Gallagher),Chevrolet,130.0,running,0.0,38.0,0.0
2021,4,Atlanta,7.0,40.0,44.0,Ross Chastain,CircleBDiecast.com (Al Niece),Chevrolet,130.0,running,0.0,0.0,0.0
2021,4,Atlanta,8.0,3.0,88.0,Matt Crafton,Flex Seal / Menards (Duke Thorson),Toyota,130.0,running,3.0,35.0,0.0
2021,4,Atlanta,9.0,10.0,45.0,Brett Moffitt,Overton's (Al Niece),Chevrolet,130.0,running,0.0,0.0,0.0
2021,4,Atlanta,10.0,4.0,52.0,Stewart Friesen,Halmar International (Chris Larsen),Toyota,130.0,running,0.0,42.0,0.0
2021,4,Atlanta,11.0,19.0,98.0,Grant Enfinger,Champion / Camping World / Curb Records (Mike Curb),Toyota,130.0,running,0.0,26.0,0.0
2021,4,Atlanta,12.0,17.0,42.0,Carson Hocevar,Overton's (Al Niece),Chevrolet,130.0,running,0.0,25.0,0.0
2021,4,Atlanta,13.0,29.0,19.0,Derek Kraus,NAPA Autocare (Bill McAnally),Toyota,129.0,running,0.0,30.0,0.0
2021,4,Atlanta,14.0,15.0,75.0,Parker Kligerman,Overton's (Charlie Henderson),Chevrolet,129.0,running,0.0,23.0,0.0
2021,4,Atlanta,15.0,32.0,40.0,Ryan Truex,Overton's (Al Niece),Chevrolet,129.0,running,0.0,22.0,0.0
2021,4,Atlanta,16.0,5.0,99.0,Ben Rhodes,Bombardier LearJet 75 (Duke Thorson),Toyota,129.0,running,0.0,21.0,0.0
2021,4,Atlanta,17.0,9.0,38.0,Todd Gilliland,Chicago Pneumatic Compressors (Bob Jenkins),Ford,129.0,running,0.0,20.0,0.0
2021,4,Atlanta,18.0,30.0,26.0,Tyler Ankrum,Liuna (Maury Gallagher),Chevrolet,129.0,running,0.0,19.0,0.0
2021,4,Atlanta,19.0,14.0,15.0,Tanner Gray,Ford Performance (David Gilliland),Ford,129.0,running,0.0,18.0,0.0
2021,4,Atlanta,20.0,39.0,11.0,Spencer Davis,INOX (Spencer Davis),Toyota,129.0,running,0.0,17.0,0.0
2021,4,Atlanta,21.0,28.0,1.0,Hailie Deegan,Built Ford Tough (David Gilliland),Ford,129.0,running,0.0,16.0,0.0
2021,4,Atlanta,22.0,18.0,2.0,Josh Berry,Kris Wright Motorsports (Randy Young),Chevrolet,129.0,running,0.0,0.0,0.0
2021,4,Atlanta,23.0,12.0,22.0,Austin Wayne Self,AM Technical Solutions / Go Texan (Tim Self),Chevrolet,128.0,running,0.0,14.0,0.0
2021,4,Atlanta,24.0,26.0,23.0,Chase Purdy,Bama Buggies (Maury Gallagher),Chevrolet,128.0,running,4.0,13.0,0.0
2021,4,Atlanta,25.0,24.0,3.0,Jordan Anderson,Overton's / Women's History Month (Jordan Anderson),Chevrolet,128.0,running,0.0,0.0,0.0
2021,4,Atlanta,26.0,22.0,12.0,Tate Fogleman,Solid Rock Carriers (Randy Young),Chevrolet,128.0,running,0.0,11.0,0.0
2021,4,Atlanta,27.0,34.0,4.0,Cory Roper,Preferred Industrial Contractors (Roper Racing),Ford,127.0,running,0.0,10.0,0.0
2021,4,Atlanta,28.0,21.0,30.0,Danny Bohn,North American Motor Car (Steven Lane),Toyota,127.0,running,0.0,9.0,0.0
2021,4,Atlanta,29.0,20.0,9.0,Codie Rohrbaugh,Overton's (Codie Rohrbaugh),Chevrolet,126.0,running,0.0,8.0,0.0
2021,4,Atlanta,30.0,16.0,25.0,Timothy Peters,Rackley Roofing (Rackley W.A.R.),Chevrolet,126.0,running,0.0,7.0,0.0
2021,4,Atlanta,31.0,27.0,41.0,Dawson Cram,Overton's (Mark Cram),Chevrolet,126.0,running,0.0,6.0,0.0
2021,4,Atlanta,32.0,35.0,32.0,Bret Holmes,Southern States Bank (Stacy Holmes),Chevrolet,126.0,running,0.0,5.0,0.0
2021,4,Atlanta,33.0,25.0,20.0,Spencer Boyd,Credit MRI (Randy Young),Chevrolet,125.0,running,0.0,4.0,0.0
2021,4,Atlanta,34.0,36.0,34.0,Ryan Ellis,Overton's / Women's History Month (Josh Reaume),Chevrolet,124.0,running,0.0,0.0,0.0
2021,4,Atlanta,35.0,11.0,18.0,Chandler Smith,Safelite Auto Glass (Kyle Busch),Toyota,124.0,running,0.0,2.0,0.0
2021,4,Atlanta,36.0,31.0,17.0,Bill Lester,Ford / Camping World (David Gilliland),Ford,123.0,running,0.0,1.0,0.0
2021,4,Atlanta,37.0,38.0,33.0,Akinori Ogata,Kyowa Industrial (Josh Reaume),Toyota,123.0,running,0.0,1.0,0.0
2021,4,Atlanta,38.0,33.0,10.0,Jennifer Jo Cobb,Fastener Supply Co. / Driven2Honor.org (Jennifer Jo Cobb),Chevrolet,117.0,running,0.0,1.0,0.0
2021,4,Atlanta,39.0,23.0,24.0,Raphael Lessard,Richelieu (Maury Gallagher),Chevrolet,115.0,transmission,0.0,1.0,0.0
2021,4,Atlanta,40.0,37.0,6.0,Norm Benning,MDF A Sign Company / Overton's (Norm Benning),Chevrolet,72.0,too slow,0.0,1.0,0.0
2021,5,Bristol (Dirt),1.0,15.0,51.0,Martin Truex Jr,Auto-Owners Insurance (Kyle Busch),Toyota,150.0,running,105.0,0.0,0.0
2021,5,Bristol (Dirt),2.0,9.0,99.0,Ben Rhodes,Bombardier LearJet 75 (Duke Thorson),Toyota,150.0,running,3.0,48.0,0.0
2021,5,Bristol (Dirt),3.0,29.0,24.0,Raphael Lessard,Chevy Accessories (Maury Gallagher),Chevrolet,150.0,running,0.0,37.0,0.0
2021,5,Bristol (Dirt),4.0,13.0,38.0,Todd Gilliland,Speedco (Bob Jenkins),Ford,150.0,running,0.0,38.0,0.0
2021,5,Bristol (Dirt),5.0,33.0,4.0,Chase Briscoe,TexaCon Cut Stone / Huffy (Roper Racing),Ford,150.0,running,0.0,0.0,0.0
2021,5,Bristol (Dirt),6.0,8.0,98.0,Grant Enfinger,Champion / Curb Records (Mike Curb),Toyota,150.0,running,2.0,34.0,0.0
2021,5,Bristol (Dirt),7.0,6.0,21.0,Zane Smith,GMS Racing (Maury Gallagher),Chevrolet,150.0,running,0.0,38.0,0.0
2021,5,Bristol (Dirt),8.0,16.0,75.0,Parker Kligerman,Food Country USA (Charlie Henderson),Chevrolet,150.0,running,0.0,29.0,0.0
2021,5,Bristol (Dirt),9.0,2.0,16.0,Austin Hill,United Rentals (Shigeaki Hattori),Toyota,150.0,running,1.0,41.0,0.0
2021,5,Bristol (Dirt),10.0,17.0,22.0,Austin Wayne Self,AM Technical Solutions / Go Texan (Tim Self),Chevrolet,150.0,running,0.0,29.0,0.0
