manufacturer,mfg_overall_races,mfg_overall_wins,mfg_overall_win_pct,mfg_overall_top_5,mfg_overall_top_10,mfg_overall_top_20,mfg_overall_cars_raced,mfg_overall_car_win_pct,mfg_overall_avg_start,mfg_overall_avg_finish,mfg_overall_laps_led,mfg_overall_avg_laps_led
Buick,270,74,0.27407,311,603,1199,2024,0.03656,17.29,17.75,13240,6.54
Chevrolet,1346,527,0.39153,3035,6327,12870,26544,0.01985,21.34,21.15,99454,3.75
Dodge,569,44,0.07733,221,436,975,2574,0.01709,23.24,24.18,8558,3.32
Ford,1288,288,0.2236,1258,2356,4429,8574,0.03359,20.22,20.1,52193,6.09
Mercury,7,0,0.0,0,1,3,8,0.0,28.5,25.38,0,0.0
Oldsmobile,371,77,0.20755,399,793,1506,2385,0.03229,17.47,17.02,15454,6.48
Pontiac,694,139,0.20029,757,1584,3294,5261,0.02642,18.2,17.6,25906,4.92
Toyota,589,208,0.35314,796,1412,2675,4789,0.04343,18.35,19.13,39416,8.23
â€“,29,0,0.0,8,58,181,235,0.0,8.76,15.34,0,0.0
